timestamp,hour,day_of_week,is_weekend,month,zone_id,zone_type,latitude,longitude,category,subtype,severity,season,weather,temperature,humidity,is_event,is_holiday,holiday_name,holiday_type,pop_density,crowd_level,lighting_score,cctv_density,police_presence
2024-01-01 04:00:00,4,0,0,1,lt_road_commercial,commercial,19.227413,72.851671,victimless,illegal_gambling,1,winter,clear,17.2,47.9,0,1,New Year,regional,38000,1.25,0.9,0.68,0.65
2024-01-01 04:00:00,4,0,0,1,Kajupada_slum,slum,19.234684,72.870608,victimless,public_intoxication,1,winter,clear,17.2,47.9,0,1,New Year,regional,65000,1.3,0.35,0.15,0.4
2024-01-01 04:00:00,4,0,0,1,magathane_commercial,commercial,19.217602,72.865264,property,robbery,2,winter,clear,17.2,47.9,0,1,New Year,regional,40000,1.22,0.75,0.6,0.62
2024-01-01 04:00:00,4,0,0,1,mahavir_nagar,residential,19.21114,72.839755,violent,aggravated_assault,4,winter,clear,17.2,47.9,0,1,New Year,regional,34000,0.88,0.74,0.7,0.68
2024-01-01 04:00:00,4,0,0,1,mahavir_nagar,residential,19.211471,72.839554,property,vehicle_theft,2,winter,clear,17.2,47.9,0,1,New Year,regional,34000,0.88,0.74,0.7,0.68
2024-01-01 04:00:00,4,0,0,1,devipada,slum,19.224341,72.866031,property,vehicle_theft,2,winter,clear,17.2,47.9,0,1,New Year,regional,62000,1.28,0.38,0.18,0.42
2024-01-01 04:00:00,4,0,0,1,Poisar_mixed,mixed,19.212108,72.852435,property,burglary,2,winter,clear,17.2,47.9,0,1,New Year,regional,27000,1.05,0.86,0.71,0.72
2024-01-01 04:00:00,4,0,0,1,Charkop_Sector_5,residential,19.217442,72.824776,property,robbery,2,winter,clear,17.2,47.9,0,1,New Year,regional,31000,0.8,0.79,0.75,0.72
2024-01-01 05:00:00,5,0,0,1,Kajupada_slum,slum,19.234247,72.870282,victimless,illegal_gambling,1,winter,clear,11.2,58.4,0,1,New Year,regional,65000,1.3,0.35,0.15,0.4
2024-01-01 07:00:00,7,0,0,1,Gorai_Depot,transport,19.231772,72.829855,violent,assault,4,winter,clear,6.5,53.4,0,1,New Year,regional,45000,1.35,0.85,0.75,0.7
2024-01-01 07:00:00,7,0,0,1,Kajupada_slum,slum,19.236168,72.870109,property,shoplifting,2,winter,clear,6.5,53.4,0,1,New Year,regional,65000,1.3,0.35,0.15,0.4
2024-01-01 07:00:00,7,0,0,1,Kajupada_slum,slum,19.235028,72.868357,property,theft,2,winter,clear,6.5,53.4,0,1,New Year,regional,65000,1.3,0.35,0.15,0.4
2024-01-01 07:00:00,7,0,0,1,yogi_nagar,mixed,19.234884,72.846826,property,robbery,2,winter,clear,6.5,53.4,0,1,New Year,regional,29000,0.9,0.8,0.68,0.7
2024-01-01 07:00:00,7,0,0,1,jambli_gully,mixed,19.22712,72.854128,property,vandalism,2,winter,clear,6.5,53.4,0,1,New Year,regional,33000,1.0,0.83,0.72,0.71
2024-01-01 07:00:00,7,0,0,1,LIC_COLONY,residential,19.2452,72.848747,property,theft,2,winter,clear,6.5,53.4,0,1,New Year,regional,30500,0.84,0.82,0.77,0.75
2024-01-01 08:00:00,8,0,0,1,jambli_gully,mixed,19.227704,72.853292,property,robbery,2,winter,clear,7.1,42.9,0,1,New Year,regional,33000,1.0,0.83,0.72,0.71
2024-01-01 09:00:00,9,0,0,1,lt_road_commercial,commercial,19.228159,72.851029,property,theft,2,winter,clear,13.2,54.1,0,1,New Year,regional,38000,1.25,0.9,0.68,0.65
2024-01-01 09:00:00,9,0,0,1,I.C._colony_residential,residential,19.246353,72.849168,victimless,public_intoxication,1,winter,clear,13.2,54.1,0,1,New Year,regional,32000,0.85,0.82,0.8,0.78
2024-01-01 09:00:00,9,0,0,1,mhb_colony,residential,19.23265,72.841836,property,vandalism,2,winter,clear,13.2,54.1,0,1,New Year,regional,30000,0.8,0.78,0.75,0.72
2024-01-01 10:00:00,10,0,0,1,lt_road_commercial,commercial,19.22713,72.850999,property,shoplifting,2,winter,clear,8.1,44.2,0,1,New Year,regional,38000,1.25,0.9,0.68,0.65
2024-01-01 10:00:00,10,0,0,1,Kajupada_slum,slum,19.234166,72.867803,violent,homicide,4,winter,clear,8.1,44.2,0,1,New Year,regional,65000,1.3,0.35,0.15,0.4
2024-01-01 10:00:00,10,0,0,1,Kajupada_slum,slum,19.234586,72.869963,violent,sexual_assault,4,winter,clear,8.1,44.2,0,1,New Year,regional,65000,1.3,0.35,0.15,0.4
2024-01-01 10:00:00,10,0,0,1,Kajupada_slum,slum,19.234531,72.869663,violent,homicide,4,winter,clear,8.1,44.2,0,1,New Year,regional,65000,1.3,0.35,0.15,0.4
2024-01-01 10:00:00,10,0,0,1,chandavarkar_road,commercial,19.231641,72.851426,property,robbery,2,winter,clear,8.1,44.2,0,1,New Year,regional,36000,1.18,0.89,0.7,0.72
2024-01-01 10:00:00,10,0,0,1,devipada,slum,19.224181,72.867105,property,shoplifting,2,winter,clear,8.1,44.2,0,1,New Year,regional,62000,1.28,0.38,0.18,0.42
2024-01-01 11:00:00,11,0,0,1,lt_road_commercial,commercial,19.227197,72.852202,property,shoplifting,2,winter,fog,12.1,86.1,0,1,New Year,regional,38000,1.25,0.9,0.68,0.65
2024-01-01 12:00:00,12,0,0,1,Eksar_mixed,mixed,19.241009,72.842754,property,robbery,2,winter,clear,8.7,45.8,0,1,New Year,regional,26000,0.95,0.85,0.7,0.73
2024-01-01 12:00:00,12,0,0,1,dahanukarwadi,mixed,19.206272,72.834229,property,robbery,2,winter,clear,8.7,45.8,0,1,New Year,regional,36000,1.12,0.73,0.61,0.63
2024-01-01 13:00:00,13,0,0,1,Kajupada_slum,slum,19.234741,72.869226,property,robbery,2,winter,clear,19.1,50.3,0,1,New Year,regional,65000,1.3,0.35,0.15,0.4
2024-01-01 13:00:00,13,0,0,1,Sai_baba_nagar_road,commercial,19.218231,72.848378,property,shoplifting,2,winter,clear,19.1,50.3,0,1,New Year,regional,42000,1.2,0.87,0.65,0.68
2024-01-01 13:00:00,13,0,0,1,Prem_nagar,residential,19.237239,72.852815,organized,extortion,3,winter,clear,19.1,50.3,0,1,New Year,regional,29000,0.78,0.8,0.76,0.74
2024-01-01 13:00:00,13,0,0,1,daulat_nagar,residential,19.234176,72.861396,property,robbery,2,winter,clear,19.1,50.3,0,1,New Year,regional,30000,0.79,0.78,0.73,0.7
2024-01-01 13:00:00,13,0,0,1,daulat_nagar,residential,19.236643,72.861276,victimless,public_intoxication,1,winter,clear,19.1,50.3,0,1,New Year,regional,30000,0.79,0.78,0.73,0.7
2024-01-01 13:00:00,13,0,0,1,devipada,slum,19.226027,72.865222,organized,drug_trafficking,3,winter,clear,19.1,50.3,0,1,New Year,regional,62000,1.28,0.38,0.18,0.42
2024-01-01 13:00:00,13,0,0,1,Poisar_mixed,mixed,19.212648,72.853419,property,robbery,2,winter,clear,19.1,50.3,0,1,New Year,regional,27000,1.05,0.86,0.71,0.72
2024-01-01 14:00:00,14,0,0,1,devipada,slum,19.226243,72.864828,property,vandalism,2,winter,fog,9.9,88.8,1,1,New Year,regional,62000,1.28,0.38,0.18,0.42
2024-01-01 14:00:00,14,0,0,1,devipada,slum,19.226579,72.867879,property,vehicle_theft,2,winter,fog,9.9,88.8,1,1,New Year,regional,62000,1.28,0.38,0.18,0.42
2024-01-01 14:00:00,14,0,0,1,devipada,slum,19.225049,72.867556,hate,communal_violence,3,winter,fog,9.9,88.8,1,1,New Year,regional,62000,1.28,0.38,0.18,0.42
2024-01-01 15:00:00,15,0,0,1,Kajupada_slum,slum,19.235373,72.868717,violent,kidnapping,4,winter,fog,12.2,87.6,0,1,New Year,regional,65000,1.3,0.35,0.15,0.4
2024-01-01 15:00:00,15,0,0,1,devipada,slum,19.224597,72.867052,property,vehicle_theft,2,winter,fog,12.2,87.6,0,1,New Year,regional,62000,1.28,0.38,0.18,0.42
2024-01-01 16:00:00,16,0,0,1,lt_road_commercial,commercial,19.229188,72.853151,property,vehicle_theft,2,winter,fog,15.6,97.6,0,1,New Year,regional,38000,1.25,0.9,0.68,0.65
2024-01-01 16:00:00,16,0,0,1,Kajupada_slum,slum,19.234885,72.869095,organized,human_trafficking,3,winter,fog,15.6,97.6,0,1,New Year,regional,65000,1.3,0.35,0.15,0.4
2024-01-01 16:00:00,16,0,0,1,LIC_COLONY,residential,19.245312,72.850156,property,robbery,2,winter,fog,15.6,97.6,0,1,New Year,regional,30500,0.84,0.82,0.77,0.75
2024-01-01 17:00:00,17,0,0,1,govind_nagar,mixed,19.234461,72.853898,property,shoplifting,2,winter,clear,9.7,55.8,0,1,New Year,regional,35000,1.05,0.76,0.65,0.66
2024-01-01 17:00:00,17,0,0,1,devipada,slum,19.226116,72.864959,property,shoplifting,2,winter,clear,9.7,55.8,0,1,New Year,regional,62000,1.28,0.38,0.18,0.42
2024-01-01 17:00:00,17,0,0,1,Charkop_market,residential,19.215345,72.830688,property,robbery,2,winter,clear,9.7,55.8,0,1,New Year,regional,32000,0.83,0.77,0.72,0.69
2024-01-01 17:00:00,17,0,0,1,Charkop_market,residential,19.216736,72.83016,property,shoplifting,2,winter,clear,9.7,55.8,0,1,New Year,regional,32000,0.83,0.77,0.72,0.69
2024-01-01 17:00:00,17,0,0,1,Charkop_Sector_5,residential,19.214868,72.825159,property,robbery,2,winter,clear,9.7,55.8,0,1,New Year,regional,31000,0.8,0.79,0.75,0.72
2024-01-01 18:00:00,18,0,0,1,Gorai_Depot,transport,19.230483,72.82816,property,shoplifting,2,winter,clear,8.0,68.9,0,1,New Year,regional,45000,1.35,0.85,0.75,0.7
2024-01-01 18:00:00,18,0,0,1,lt_road_commercial,commercial,19.229847,72.853817,property,theft,2,winter,clear,8.0,68.9,0,1,New Year,regional,38000,1.25,0.9,0.68,0.65
2024-01-01 18:00:00,18,0,0,1,Sai_baba_nagar_road,commercial,19.22035,72.849654,property,shoplifting,2,winter,clear,8.0,68.9,0,1,New Year,regional,42000,1.2,0.87,0.65,0.68
2024-01-01 18:00:00,18,0,0,1,jambli_gully,mixed,19.226458,72.852887,property,robbery,2,winter,clear,8.0,68.9,0,1,New Year,regional,33000,1.0,0.83,0.72,0.71
2024-01-01 18:00:00,18,0,0,1,magathane_commercial,commercial,19.219567,72.86413,property,vandalism,2,winter,clear,8.0,68.9,0,1,New Year,regional,40000,1.22,0.75,0.6,0.62
2024-01-01 18:00:00,18,0,0,1,satya_nagar,residential,19.217517,72.840583,property,vehicle_theft,2,winter,clear,8.0,68.9,0,1,New Year,regional,31500,0.81,0.79,0.74,0.71
2024-01-01 18:00:00,18,0,0,1,sodawala_lane,commercial,19.235153,72.855441,property,robbery,2,winter,clear,8.0,68.9,0,1,New Year,regional,39000,1.19,0.81,0.64,0.65
2024-01-01 18:00:00,18,0,0,1,Poisar_mixed,mixed,19.211792,72.851963,hate,religious_attack,3,winter,clear,8.0,68.9,0,1,New Year,regional,27000,1.05,0.86,0.71,0.72
2024-01-01 19:00:00,19,0,0,1,shimpoli_mixed,mixed,19.223978,72.85132,white_collar,identity_theft,2,winter,clear,16.0,54.5,0,1,New Year,regional,28000,1.1,0.88,0.72,0.75
2024-01-01 19:00:00,19,0,0,1,chandavarkar_road,commercial,19.231238,72.853335,property,theft,2,winter,clear,16.0,54.5,0,1,New Year,regional,36000,1.18,0.89,0.7,0.72
2024-01-01 19:00:00,19,0,0,1,chandavarkar_road,commercial,19.232398,72.853887,property,vandalism,2,winter,clear,16.0,54.5,0,1,New Year,regional,36000,1.18,0.89,0.7,0.72
2024-01-01 19:00:00,19,0,0,1,chandavarkar_road,commercial,19.231506,72.853434,victimless,drug_use,1,winter,clear,16.0,54.5,0,1,New Year,regional,36000,1.18,0.89,0.7,0.72
2024-01-01 19:00:00,19,0,0,1,yogi_nagar,mixed,19.237135,72.843589,white_collar,fraud,2,winter,clear,16.0,54.5,0,1,New Year,regional,29000,0.9,0.8,0.68,0.7
2024-01-01 19:00:00,19,0,0,1,magathane_commercial,commercial,19.219212,72.862744,property,robbery,2,winter,clear,16.0,54.5,0,1,New Year,regional,40000,1.22,0.75,0.6,0.62
2024-01-01 19:00:00,19,0,0,1,chikuwadi_commercial,commercial,19.230624,72.837737,victimless,drug_use,1,winter,clear,16.0,54.5,0,1,New Year,regional,44000,1.28,0.82,0.62,0.64
2024-01-01 19:00:00,19,0,0,1,devipada,slum,19.226355,72.867051,property,burglary,2,winter,clear,16.0,54.5,0,1,New Year,regional,62000,1.28,0.38,0.18,0.42
2024-01-01 19:00:00,19,0,0,1,Poisar_mixed,mixed,19.211416,72.854158,property,vandalism,2,winter,clear,16.0,54.5,0,1,New Year,regional,27000,1.05,0.86,0.71,0.72
2024-01-01 20:00:00,20,0,0,1,Gorai_Depot,transport,19.234261,72.829379,property,robbery,2,winter,clear,15.4,42.5,0,1,New Year,regional,45000,1.35,0.85,0.75,0.7
2024-01-01 20:00:00,20,0,0,1,Gorai_Depot,transport,19.230874,72.827369,property,theft,2,winter,clear,15.4,42.5,0,1,New Year,regional,45000,1.35,0.85,0.75,0.7
2024-01-01 20:00:00,20,0,0,1,chandavarkar_road,commercial,19.232968,72.850655,property,robbery,2,winter,clear,15.4,42.5,0,1,New Year,regional,36000,1.18,0.89,0.7,0.72
2024-01-01 20:00:00,20,0,0,1,magathane_commercial,commercial,19.217877,72.864544,property,vandalism,2,winter,clear,15.4,42.5,0,1,New Year,regional,40000,1.22,0.75,0.6,0.62
2024-01-01 20:00:00,20,0,0,1,Babhai_Naka,mixed,19.225493,72.84729,property,theft,2,winter,clear,15.4,42.5,0,1,New Year,regional,25000,1.15,0.9,0.75,0.77
2024-01-01 20:00:00,20,0,0,1,chikuwadi_commercial,commercial,19.230486,72.838643,property,vehicle_theft,2,winter,clear,15.4,42.5,0,1,New Year,regional,44000,1.28,0.82,0.62,0.64
2024-01-01 20:00:00,20,0,0,1,chikuwadi_commercial,commercial,19.229601,72.840081,victimless,public_intoxication,1,winter,clear,15.4,42.5,0,1,New Year,regional,44000,1.28,0.82,0.62,0.64
2024-01-01 20:00:00,20,0,0,1,mahavir_nagar,residential,19.211694,72.840354,property,vehicle_theft,2,winter,clear,15.4,42.5,0,1,New Year,regional,34000,0.88,0.74,0.7,0.68
2024-01-01 20:00:00,20,0,0,1,satya_nagar,residential,19.215811,72.842342,property,burglary,2,winter,clear,15.4,42.5,0,1,New Year,regional,31500,0.81,0.79,0.74,0.71
2024-01-01 20:00:00,20,0,0,1,Charkop_Sector_5,residential,19.217756,72.824205,property,vehicle_theft,2,winter,clear,15.4,42.5,0,1,New Year,regional,31000,0.8,0.79,0.75,0.72
2024-01-01 20:00:00,20,0,0,1,dahanukarwadi,mixed,19.205765,72.835564,property,shoplifting,2,winter,clear,15.4,42.5,0,1,New Year,regional,36000,1.12,0.73,0.61,0.63
2024-01-01 21:00:00,21,0,0,1,jambli_gully,mixed,19.227071,72.854307,property,theft,2,winter,clear,19.6,49.2,0,1,New Year,regional,33000,1.0,0.83,0.72,0.71
2024-01-01 21:00:00,21,0,0,1,Prem_nagar,residential,19.237486,72.85509,property,theft,2,winter,clear,19.6,49.2,0,1,New Year,regional,29000,0.78,0.8,0.76,0.74
2024-01-01 21:00:00,21,0,0,1,sodawala_lane,commercial,19.235752,72.854233,violent,domestic_violence,4,winter,clear,19.6,49.2,0,1,New Year,regional,39000,1.19,0.81,0.64,0.65
2024-01-01 22:00:00,22,0,0,1,Kajupada_slum,slum,19.234611,72.867564,property,vehicle_theft,2,winter,clear,9.9,54.7,0,1,New Year,regional,65000,1.3,0.35,0.15,0.4
2024-01-01 22:00:00,22,0,0,1,Sai_baba_nagar_road,commercial,19.219504,72.849525,property,shoplifting,2,winter,clear,9.9,54.7,0,1,New Year,regional,42000,1.2,0.87,0.65,0.68
2024-01-01 22:00:00,22,0,0,1,chandavarkar_road,commercial,19.232035,72.852612,property,robbery,2,winter,clear,9.9,54.7,0,1,New Year,regional,36000,1.18,0.89,0.7,0.72
2024-01-01 22:00:00,22,0,0,1,yogi_nagar,mixed,19.234014,72.845373,property,vandalism,2,winter,clear,9.9,54.7,0,1,New Year,regional,29000,0.9,0.8,0.68,0.7
2024-01-01 22:00:00,22,0,0,1,devipada,slum,19.223164,72.866006,property,shoplifting,2,winter,clear,9.9,54.7,0,1,New Year,regional,62000,1.28,0.38,0.18,0.42
2024-01-01 22:00:00,22,0,0,1,devipada,slum,19.226011,72.865813,organized,drug_trafficking,3,winter,clear,9.9,54.7,0,1,New Year,regional,62000,1.28,0.38,0.18,0.42
2024-01-01 22:00:00,22,0,0,1,sodawala_lane,commercial,19.2345,72.855897,property,theft,2,winter,clear,9.9,54.7,0,1,New Year,regional,39000,1.19,0.81,0.64,0.65
2024-01-01 22:00:00,22,0,0,1,sodawala_lane,commercial,19.23478,72.855752,victimless,drug_use,1,winter,clear,9.9,54.7,0,1,New Year,regional,39000,1.19,0.81,0.64,0.65
2024-01-01 22:00:00,22,0,0,1,dahanukarwadi,mixed,19.204449,72.836968,property,vandalism,2,winter,clear,9.9,54.7,0,1,New Year,regional,36000,1.12,0.73,0.61,0.63
2024-01-01 23:00:00,23,0,0,1,Gorai_Depot,transport,19.23299,72.829195,property,vehicle_theft,2,winter,clear,12.1,57.0,0,1,New Year,regional,45000,1.35,0.85,0.75,0.7
2024-01-01 23:00:00,23,0,0,1,lt_road_commercial,commercial,19.227041,72.851642,property,theft,2,winter,clear,12.1,57.0,0,1,New Year,regional,38000,1.25,0.9,0.68,0.65
2024-01-01 23:00:00,23,0,0,1,Kajupada_slum,slum,19.234708,72.868239,violent,sexual_assault,4,winter,clear,12.1,57.0,0,1,New Year,regional,65000,1.3,0.35,0.15,0.4
2024-01-01 23:00:00,23,0,0,1,Kajupada_slum,slum,19.23417,72.869431,property,robbery,2,winter,clear,12.1,57.0,0,1,New Year,regional,65000,1.3,0.35,0.15,0.4
2024-01-01 23:00:00,23,0,0,1,Eksar_mixed,mixed,19.239163,72.844285,property,shoplifting,2,winter,clear,12.1,57.0,0,1,New Year,regional,26000,0.95,0.85,0.7,0.73
2024-01-01 23:00:00,23,0,0,1,Eksar_mixed,mixed,19.241421,72.843399,property,shoplifting,2,winter,clear,12.1,57.0,0,1,New Year,regional,26000,0.95,0.85,0.7,0.73
2024-01-01 23:00:00,23,0,0,1,Kora_Kendra,commercial,19.219702,72.845066,property,theft,2,winter,clear,12.1,57.0,0,1,New Year,regional,41000,1.24,0.79,0.63,0.63
2024-01-01 23:00:00,23,0,0,1,devipada,slum,19.225012,72.866471,violent,aggravated_assault,4,winter,clear,12.1,57.0,0,1,New Year,regional,62000,1.28,0.38,0.18,0.42
2024-01-02 00:00:00,0,1,0,1,lt_road_commercial,commercial,19.228838,72.852485,property,theft,2,winter,clear,7.1,55.3,0,0,,,38000,1.25,0.9,0.68,0.65
2024-01-02 00:00:00,0,1,0,1,lt_road_commercial,commercial,19.22916,72.853629,property,robbery,2,winter,clear,7.1,55.3,0,0,,,38000,1.25,0.9,0.68,0.65
2024-01-02 00:00:00,0,1,0,1,Kajupada_slum,slum,19.234823,72.868174,property,vehicle_theft,2,winter,clear,7.1,55.3,0,0,,,65000,1.3,0.35,0.15,0.4
2024-01-02 00:00:00,0,1,0,1,Sai_baba_nagar_road,commercial,19.220159,72.848607,victimless,public_intoxication,1,winter,clear,7.1,55.3,0,0,,,42000,1.2,0.87,0.65,0.68
2024-01-02 00:00:00,0,1,0,1,jambli_gully,mixed,19.226441,72.853061,victimless,public_intoxication,1,winter,clear,7.1,55.3,0,0,,,33000,1.0,0.83,0.72,0.71
2024-01-02 00:00:00,0,1,0,1,dahanukarwadi,mixed,19.20711,72.832931,property,shoplifting,2,winter,clear,7.1,55.3,0,0,,,36000,1.12,0.73,0.61,0.63
2024-01-02 01:00:00,1,1,0,1,mhb_colony,residential,19.231925,72.840225,property,robbery,2,winter,rain,5.2,82.5,0,0,,,30000,0.8,0.78,0.75,0.72
2024-01-02 01:00:00,1,1,0,1,Poisar_mixed,mixed,19.212715,72.850954,property,burglary,2,winter,rain,5.2,82.5,0,0,,,27000,1.05,0.86,0.71,0.72
2024-01-02 02:00:00,2,1,0,1,Kajupada_slum,slum,19.234774,72.869522,property,vandalism,2,winter,clear,5.3,56.3,0,0,,,65000,1.3,0.35,0.15,0.4
2024-01-02 02:00:00,2,1,0,1,govind_nagar,mixed,19.236848,72.852811,property,burglary,2,winter,clear,5.3,56.3,0,0,,,35000,1.05,0.76,0.65,0.66
2024-01-02 02:00:00,2,1,0,1,dahanukarwadi,mixed,19.205121,72.836547,organized,human_trafficking,3,winter,clear,5.3,56.3,0,0,,,36000,1.12,0.73,0.61,0.63
2024-01-02 03:00:00,3,1,0,1,Kajupada_slum,slum,19.234527,72.867564,victimless,drug_use,1,winter,fog,15.6,88.9,0,0,,,65000,1.3,0.35,0.15,0.4
2024-01-02 03:00:00,3,1,0,1,devipada,slum,19.22409,72.867344,property,vehicle_theft,2,winter,fog,15.6,88.9,0,0,,,62000,1.28,0.38,0.18,0.42
2024-01-02 03:00:00,3,1,0,1,devipada,slum,19.225182,72.867626,victimless,public_intoxication,1,winter,fog,15.6,88.9,0,0,,,62000,1.28,0.38,0.18,0.42
2024-01-02 03:00:00,3,1,0,1,sodawala_lane,commercial,19.234009,72.855037,property,vehicle_theft,2,winter,fog,15.6,88.9,0,0,,,39000,1.19,0.81,0.64,0.65
2024-01-02 03:00:00,3,1,0,1,mandapeshwar_road,commercial,19.247499,72.855175,white_collar,identity_theft,2,winter,fog,15.6,88.9,0,0,,,37000,1.21,0.86,0.69,0.7
2024-01-02 04:00:00,4,1,0,1,Kajupada_slum,slum,19.234183,72.867906,property,vehicle_theft,2,winter,fog,16.9,89.2,0,0,,,65000,1.3,0.35,0.15,0.4
2024-01-02 04:00:00,4,1,0,1,magathane_commercial,commercial,19.218959,72.864749,property,theft,2,winter,fog,16.9,89.2,0,0,,,40000,1.22,0.75,0.6,0.62
2024-01-02 04:00:00,4,1,0,1,daulat_nagar,residential,19.237355,72.860598,property,burglary,2,winter,fog,16.9,89.2,0,0,,,30000,0.79,0.78,0.73,0.7
2024-01-02 04:00:00,4,1,0,1,devipada,slum,19.226723,72.86712,property,vandalism,2,winter,fog,16.9,89.2,0,0,,,62000,1.28,0.38,0.18,0.42
2024-01-02 04:00:00,4,1,0,1,mandapeshwar_road,commercial,19.249132,72.85205,property,theft,2,winter,fog,16.9,89.2,0,0,,,37000,1.21,0.86,0.69,0.7
2024-01-02 06:00:00,6,1,0,1,chikuwadi_commercial,commercial,19.229398,72.838019,victimless,illegal_gambling,1,winter,clear,5.5,51.5,0,0,,,44000,1.28,0.82,0.62,0.64
2024-01-02 07:00:00,7,1,0,1,thakur_complex_area,mixed,19.210284,72.86501,property,vandalism,2,winter,fog,12.6,85.7,0,0,,,33500,1.08,0.84,0.73,0.74
2024-01-02 08:00:00,8,1,0,1,magathane_commercial,commercial,19.220312,72.863002,property,vehicle_theft,2,winter,clear,18.4,52.8,0,0,,,40000,1.22,0.75,0.6,0.62
2024-01-02 09:00:00,9,1,0,1,Gorai_Depot,transport,19.232926,72.829792,property,theft,2,winter,clear,12.1,50.5,0,0,,,45000,1.35,0.85,0.75,0.7
2024-01-02 09:00:00,9,1,0,1,satya_nagar,residential,19.216447,72.841874,property,burglary,2,winter,clear,12.1,50.5,0,0,,,31500,0.81,0.79,0.74,0.71
